Id;R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Ass;Amm;Esp;Au
6664;D;Delprato;Parma;23;5,89;5,93;1;0;0;4;0;0
7143;D;Angori;Pisa;21;6;6,02;0;0;1;1;0;0
4433;D;Zortea;Bologna;18;5,83;5,86;0;0;1;1;0;0
7130;D;Folino;Cremonese;6;6;6,5;1;0;0;0;0;0
5885;D;Dodò;Fiorentina;24;5,88;5,88;0;0;2;4;0;0
5739;D;De Winter;Milan;14;5,93;6,11;1;0;0;1;0;0
4177;D;Pavard;Inter;1;6,5;6,5;0;0;0;0;0;0
5520;D;Cambiaso;Juventus;22;5,77;5,89;1;0;3;1;1;1
460;D;Romagnoli;Lazio;21;6,02;5,9;0;0;0;5;0;0
2188;D;Marusic;Lazio;22;5,86;5,84;0;0;1;1;1;0
4502;D;Gallo;Lecce;24;5,94;5,9;0;0;0;2;0;0
4401;D;Gabbia;Milan;21;5,98;5,9;0;0;0;3;0;0
4751;D;Tomori;Milan;19;6;5,95;0;0;1;4;0;0
7155;D;Muharemovic;Sassuolo;21;5,81;5,86;2;0;1;4;0;2
6480;D;Tchatchoua;Verona;0;0;0;0;0;0;0;0;0
6672;D;Idzes;Sassuolo;23;5,91;5,89;0;0;0;1;0;0
6046;D;Hien;Atalanta;20;5,88;5,85;1;0;0;3;0;1
5578;D;Kossounou;Atalanta;11;5,95;6,18;1;0;0;1;0;0
4461;D;Zappa;Cagliari;19;5,92;6,03;0;0;3;2;0;0
5449;D;Parisi;Fiorentina;15;6,07;6;0;0;1;4;0;0
6660;D;Marcandalli;Genoa;17;5,94;5,88;0;0;1;4;0;0
6814;D;Norton-Cuffy;Genoa;22;5,86;5,93;1;0;1;3;1;0
6202;D;Beukema;Napoli;12;5,88;6,04;1;0;0;2;0;0
6887;D;Leoni;Parma;0;0;0;0;0;0;0;0;0
4317;D;N'Dicka;Roma;19;6,03;5,92;0;0;0;4;0;0
4772;D;Angelino;Roma;5;5,8;5,7;0;0;0;1;0;0
6485;D;Kristensen T.;Udinese;14;5,86;6;1;0;0;2;0;0
697;D;Cuadrado;Pisa;9;6,11;6,33;1;0;0;2;0;0
7212;D;Heggem;Bologna;21;5,86;5,81;0;0;0;0;1;0
4137;D;Diego Carlos;Como;15;6,13;5,97;0;0;0;5;0;0
7329;D;Obrador;Torino;3;5,83;5,83;0;0;0;0;0;0
787;D;Djimsiti;Atalanta;21;5,81;5,79;0;0;0;1;0;0
4887;D;Bellanova;Atalanta;14;5,93;5,96;0;0;1;1;0;0
6042;D;Lucumì;Bologna;15;5,8;5,9;1;0;0;3;0;0
5701;D;Obert;Cagliari;21;5,86;5,79;0;0;2;7;0;0
6495;D;Comuzzo;Fiorentina;18;5,72;5,83;1;0;0;2;0;0
5620;D;Tavares N.;Lazio;10;5,7;5,65;0;0;0;1;0;0
5307;D;Valenti;Parma;17;5,94;5,85;0;0;0;3;0;0
5851;D;Doig;Sassuolo;22;5,86;5,77;0;0;0;4;0;0
5010;D;Ismajli;Torino;15;5,83;5,87;0;0;2;3;0;0
4385;D;Lazaro;Torino;23;5,72;5,74;0;0;2;3;0;0
5820;D;Bertola;Udinese;19;5,84;5,82;0;0;1;3;0;0
6631;D;Ghilardi;Roma;8;6;6;0;0;0;0;0;0
5427;D;Gutierrez;Napoli;9;5,89;6,22;1;0;0;0;0;0
7255;D;Britschgi;Parma;19;5,84;5,84;0;0;2;4;0;0
612;D;Bianchetti;Cremonese;19;5,79;5,79;0;0;1;2;0;0
5603;D;Pongracic;Fiorentina;22;5,73;5,55;0;0;0;8;0;0
4378;D;Ranieri L.;Fiorentina;18;5,81;5,83;1;0;0;5;0;0
7069;D;Fortini;Fiorentina;12;5,96;5,96;0;0;0;0;0;0
513;D;Acerbi;Inter;11;6,05;5,95;0;0;0;2;0;0
5831;D;Gatti;Juventus;11;5,91;6,05;1;0;0;3;0;0
2728;D;Pellegrini Lu.;Lazio;19;5,87;5,74;0;0;0;5;0;0
6990;D;Veiga D.;Lecce;22;5,82;5,68;0;0;0;6;0;0
6531;D;Jimenez A.;Milan;1;5,5;5;0;0;0;1;0;0
7139;D;Canestrelli;Pisa;24;5,73;5,69;0;0;0;2;0;0
2273;D;Caracciolo A.;Pisa;22;5,91;5,7;0;0;0;5;0;1
2745;D;Calabresi;Pisa;16;5,84;5,69;0;0;0;5;0;0
6986;D;Rensch;Roma;8;6,06;6,19;0;0;1;0;0;0
4374;D;Walukiewicz;Sassuolo;23;5,76;5,72;0;0;1;4;0;0
5555;D;Kamara H.;Udinese;15;5,87;5,83;0;0;1;3;0;0
6639;D;Frese;Verona;19;5,79;5,71;1;0;0;5;0;1
2640;D;Kolasinac;Atalanta;6;6,17;6;0;0;0;2;0;0
6916;D;Ahanor;Atalanta;14;5,79;5,71;0;0;0;0;1;0
7068;D;Vitik;Bologna;11;5,91;5,77;0;0;0;3;0;0
7014;D;Smolcic I.;Como;15;5,9;5,67;0;0;0;7;0;0
7131;D;Floriani Mussolini;Cremonese;15;5,73;5,67;0;0;0;2;0;0
770;D;Pezzella Giu.;Cremonese;18;5,67;5,56;0;0;1;6;0;0
7012;D;Provstgaard;Lazio;9;6,06;6;0;0;0;1;0;0
2263;D;Lazzari;Lazio;13;5,81;5,73;0;0;0;2;0;0
6632;D;Gaspar K.;Lecce;20;5,8;5,6;0;0;0;6;1;0
6055;D;Thiaw;Milan;0;0;0;0;0;0;0;0;0
256;D;Juan Jesus;Napoli;15;5,8;5,53;0;0;0;6;1;0
7020;D;Salah-Eddine;Roma;0;0;0;0;0;0;0;0;0
6426;D;Pedersen;Torino;17;5,76;5,68;0;0;0;3;0;0
6047;D;Ehizibue;Udinese;14;5,64;5,57;0;0;0;2;0;0
6211;D;Zemura;Udinese;10;5,9;5,8;0;0;0;2;0;0
7011;D;Slotsager;Verona;5;5,7;5,7;0;0;0;0;0;0
6894;D;Unai Nunez;Verona;17;5,85;5,59;0;0;0;5;0;1
5532;D;Bradaric;Verona;19;5,76;5,71;0;0;0;2;0;0
7211;D;Athekame;Milan;6;5,92;6,17;1;0;0;3;0;0
7018;D;Nelsson;Verona;23;5,63;5,48;0;0;0;3;0;1
7253;D;Bella-Kotchap;Verona;13;5,88;5,77;0;0;0;3;0;0
2006;D;Lirola;Verona;4;5,62;5,5;0;0;0;1;0;0
4982;D;Erlic;Bologna;0;0;0;0;0;0;0;0;0
6231;D;Azzi;Cremonese;0;0;0;0;0;0;0;0;0
6245;D;Vogliacco;Genoa;0;0;0;0;0;0;0;0;0
322;D;De Vrij;Inter;3;6,17;6,17;0;0;0;0;0;0
2525;D;Darmian;Inter;2;6;6;0;0;0;0;0;0
6802;D;Savona;Juventus;0;0;0;0;0;0;0;0;0
5273;D;Estupinan;Milan;9;5,67;5,56;0;0;1;2;1;0
6809;D;Marianucci;Torino;4;5,62;5,75;0;0;1;1;0;0
5840;D;Olivera;Napoli;11;5,59;5,5;0;0;0;2;0;0
5353;D;Balogh;Parma;0;0;0;0;0;0;0;0;0
6533;D;Giannetti L.;Udinese;0;0;0;0;0;0;0;0;0
7240;D;Siebert;Lecce;6;5,5;5,5;0;0;0;0;0;0
7260;D;Ziolkowski;Roma;7;6,07;5,93;0;0;0;2;0;0
5168;D;Tsimikas;Roma;8;5,81;5,75;0;0;0;1;0;0
7268;D;Rodriguez Ju.;Cagliari;7;5,64;5,5;0;0;0;2;0;0
7274;D;Zè Pedro;Cagliari;9;5,56;5,5;0;0;0;1;0;0
7326;D;Helland;Bologna;0;0;0;0;0;0;0;0;0
7335;D;Zatterstrom;Genoa;0;0;0;0;0;0;0;0;0
7352;D;Edmundsson;Verona;1;7;7;0;0;0;0;0;0
6550;D;Garcia U.;Sassuolo;1;5,5;5,5;0;0;0;0;0;0
7356;D;Mlacic;Udinese;0;0;0;0;0;0;0;0;0
6444;D;Bonfanti;Pisa;9;5,61;5,56;0;0;0;1;0;0
5498;D;Casale;Bologna;8;5,56;5,56;0;0;0;0;0;0
487;D;De Silvestri;Bologna;5;6,1;5,9;0;0;0;2;0;0
2653;D;Lykogiannis;Bologna;8;5,62;5,56;0;0;1;3;0;0
5406;D;Di Pardo;Cagliari;1;5,5;5,5;0;0;0;0;0;0
6944;D;Jack;Como;0;0;0;0;0;0;0;0;0
6896;D;Van Der Brempt;Como;6;6;5,83;0;0;0;2;0;0
5860;D;Ravanelli;Cremonese;0;0;0;0;0;0;0;0;0
1891;D;Ceccherini;Cremonese;7;5,5;5,29;0;0;0;1;1;0
4904;D;Marì;Fiorentina;10;5,45;5,3;0;0;0;3;0;0
5718;D;Viti;Fiorentina;6;5,58;5,33;0;0;0;1;1;0
791;D;Sabelli;Genoa;5;5,8;5,4;0;0;0;0;0;1
294;D;Rugani;Fiorentina;4;5,88;5,88;0;0;0;0;0;0
7175;D;Joao Mario;Bologna;5;5,8;5,9;0;0;1;1;0;0
7182;D;Ndaba;Lecce;6;5,83;5,83;0;0;0;0;0;0
5481;D;Mazzocchi;Napoli;4;5,75;5,5;0;0;0;0;1;0
6821;D;Hainaut;Parma;0;0;0;0;0;0;0;0;0
6965;D;Lovik;Parma;6;5,58;5,58;0;0;0;0;0;0
7140;D;Coppola F.;Pisa;3;5;4,67;0;0;0;3;0;0
6411;D;Mateus Lusuardi;Pisa;3;5,83;5,67;0;0;0;1;0;0
7141;D;Rus;Pisa;0;0;0;0;0;0;0;0;0
4495;D;Kumbulla;Roma;0;0;0;0;0;0;0;0;0
6189;D;Missori;Sassuolo;0;0;0;0;0;0;0;0;0
49;D;Masina;Torino;4;5,38;5,62;0;0;1;0;0;0
252;D;Biraghi;Torino;9;5,56;5,56;0;0;0;0;0;0
6925;D;Palma;Udinese;4;5,5;5,5;0;0;0;0;0;0
6957;D;Valentini N.;Verona;11;5,68;5,59;0;0;0;2;0;0
5994;D;Ebosse;Torino;3;5,5;5,5;0;0;0;1;0;0
6537;D;Goglichidze;Udinese;6;5,75;5,58;0;0;0;2;0;0
6985;D;Candè;Sassuolo;8;5,69;5,56;0;0;0;2;0;0
7222;D;Cham;Verona;3;5,17;5,17;0;0;0;0;0;0
6870;D;Faye;Cremonese;6;5,75;5,67;0;0;0;1;0;0
388;D;Albiol;Pisa;6;5,83;5,75;0;0;0;1;0;0
7325;D;Bozhinov;Pisa;2;5,25;5;0;0;0;1;0;0
7336;D;Tchoca;Torino;0;0;0;0;0;0;0;0;0
6149;D;Carboni F.;Parma;0;0;0;0;0;0;0;0;0
6551;D;Ilic M.;Bologna;0;0;0;0;0;0;0;0;0
6464;D;Wieteska;Cagliari;0;0;0;0;0;0;0;0;0
6636;D;Veroli;Cagliari;0;0;0;0;0;0;0;0;0
6230;D;Dossena;Cagliari;1;5;4,5;0;0;0;1;0;0
418;D;Goldaniga;Como;0;0;0;0;0;0;0;0;0
5891;D;Quagliata;Cremonese;0;0;0;0;0;0;0;0;0
2847;D;Sernicola;Cremonese;0;0;0;0;0;0;0;0;0
6977;D;Otoa;Genoa;7;5,57;5,21;0;0;0;1;0;1
6803;D;Rouhi;Juventus;0;0;0;0;0;0;0;0;0
5899;D;Gigot;Lazio;0;0;0;0;0;0;0;0;0
327;D;Patric;Lazio;1;6;6;0;0;0;0;0;0
140;D;Hysaj;Lazio;2;5,5;5,5;0;0;0;0;0;0
6883;D;Jean;Lecce;0;0;0;0;0;0;0;0;0
7164;D;Perez M.;Lecce;1;5;5;0;0;0;0;0;0
7136;D;Kouassi;Lecce;4;5,5;5,5;0;0;0;0;0;0
7170;D;Mbambi;Pisa;0;0;0;0;0;0;0;0;0
7142;D;Esteves T.;Pisa;0;0;0;0;0;0;0;0;0
6885;D;Abdulhamid;Roma;0;0;0;0;0;0;0;0;0
7154;D;Odenthal;Sassuolo;0;0;0;0;0;0;0;0;0
2279;D;Romagna;Sassuolo;3;5,5;5,5;0;0;0;0;0;0
6431;D;Paz Y.;Sassuolo;0;0;0;0;0;0;0;0;0
7156;D;Pieragnolo;Sassuolo;0;0;0;0;0;0;0;0;0
6041;D;Schuurs;Torino;0;0;0;0;0;0;0;0;0
6826;D;Dembelè A.;Torino;1;5;5;0;0;0;0;0;0
6900;D;Rui Modesto;Udinese;2;5,75;6,25;0;0;1;0;0;0
6992;D;Oyegoke;Verona;2;5;5;0;0;0;0;0;0
7196;D;Denoon;Pisa;2;5,5;5,25;0;0;0;1;0;0
7202;D;Ndiaye;Parma;7;5,36;5,07;0;0;0;2;1;0
5324;D;Godfrey;Atalanta;0;0;0;0;0;0;0;0;0
7235;D;Troilo;Parma;9;5,44;5,11;0;0;0;2;2;0
7238;D;Kouadio;Fiorentina;1;6;6;0;0;0;0;0;0
6351;D;Lamptey;Fiorentina;1;6;6;0;0;0;0;0;0
5156;D;Nkounkou;Torino;6;5,75;5,75;0;0;1;2;0;0
7271;D;Odogu;Milan;0;0;0;0;0;0;0;0;0
6665;D;Coulibaly W.;Sassuolo;7;5,36;5,36;0;0;0;0;0;0
6874;D;Palacios T.;Inter;0;0;0;0;0;0;0;0;0
7312;D;Arizala;Udinese;0;0;0;0;0;0;0;0;0
7346;D;Raterink;Cagliari;0;0;0;0;0;0;0;0;0
7353;D;Pedro Felipe;Sassuolo;0;0;0;0;0;0;0;0;0
2423;C;Pulisic;Milan;15;6,53;8,07;8;0;2;0;0;0
6875;C;Paz N.;Como;23;6,43;7,35;8;0;5;4;0;0
2194;C;Calhanoglu;Inter;16;6,5;7,62;7;0;2;4;0;0
2379;C;Rabiot;Milan;16;6,59;7,5;4;0;4;3;0;0
4777;C;McTominay;Napoli;23;6,41;7,26;6;0;2;1;0;0
152;C;Zielinski;Inter;17;6,44;7,21;4;0;1;0;0;0
2167;C;Orsolini;Bologna;22;6,11;6,93;7;0;1;2;0;0
1933;C;Mandragora;Fiorentina;24;6,06;6,77;6;0;1;4;0;0
2606;C;Modric;Milan;21;6,5;6,71;1;0;3;3;0;0
2766;C;Zaniolo;Udinese;19;6,24;6,95;5;0;1;5;0;0
5564;C;Ndoye;Bologna;0;0;0;0;0;0;0;0;0
4892;C;Saelemaekers;Milan;22;6,27;6,64;2;0;3;2;0;0
2517;C;De Bruyne;Napoli;8;6,38;7,81;4;0;0;1;0;0
6908;C;Atta;Udinese;19;6,47;6,89;2;0;3;2;0;0
7126;C;Baturina;Como;11;6,36;7,73;4;0;3;0;0;0
5800;C;Gudmundsson A.;Fiorentina;22;5,98;6,59;4;0;3;3;0;0
4427;C;Malinovskyi;Genoa;22;6,14;6,77;5;0;3;8;0;0
4973;C;McKennie;Juventus;21;6,21;6,79;4;0;2;4;0;0
4220;C;Zambo Anguissa;Napoli;11;6,5;7,64;4;0;1;1;0;0
5687;C;Vlasic;Torino;23;6;6,67;5;0;3;5;0;0
2765;C;Odgaard;Bologna;16;5,91;6,69;4;0;1;1;0;0
6151;C;Perrone;Como;21;6,29;6,55;2;0;3;7;0;0
1870;C;Barella;Inter;22;6,18;6,45;1;0;5;4;0;0
6831;C;Neres;Napoli;16;6,19;6,84;3;0;3;3;0;0
6666;C;Bernabè;Parma;24;6,15;6,44;2;0;1;0;0;0
5589;C;Konè M.;Roma;22;6,34;6,61;2;0;1;2;0;0
6717;C;Konè I.;Sassuolo;21;6,14;6,62;4;0;0;2;1;0
4404;C;Thorsby;Cremonese;13;6,23;6,92;3;0;1;2;0;0
5422;C;Zalewski;Atalanta;18;6,17;6,47;1;0;3;1;0;0
333;C;Cataldi;Lazio;21;6,12;6,57;3;0;3;5;0;0
6398;C;Isaksen;Lazio;15;6,17;6,83;3;0;1;0;0;0
530;C;Pellegrini Lo.;Roma;16;6,09;6,59;3;0;0;2;0;0
827;C;Locatelli;Juventus;23;6,35;6,3;0;0;1;4;0;0
5562;C;Thuram K.;Juventus;22;6,14;6,32;1;0;1;0;0;0
6884;C;Conceicao;Juventus;16;6,19;6,56;2;0;1;2;0;0
4199;C;Loftus-Cheek;Milan;18;6,14;6,5;2;0;1;1;0;0
7314;C;Taylor K.;Lazio;5;5,9;6,4;1;0;0;1;0;0
2077;C;Pasalic;Atalanta;19;5,97;6,39;2;0;3;2;0;0
4364;C;Gaetano;Cagliari;22;6,02;6,34;2;0;3;4;0;0
5559;C;Da Cunha;Como;21;6,17;6,4;2;0;1;4;0;0
7133;C;Vandeputte;Cremonese;21;6,12;6,26;0;0;4;2;0;0
449;C;Vazquez;Cremonese;13;6,15;6,54;1;0;2;1;0;0
4711;C;Kostic;Juventus;10;6,2;7,2;3;0;1;0;0;0
4186;C;Guendouzi;Lazio;16;6,16;6,31;2;0;0;5;1;0
632;C;Zaccagni;Lazio;19;6;6,26;3;0;0;6;1;0
5504;C;Coulibaly L.;Lecce;20;6,08;6,3;2;0;0;3;0;0
5453;C;Ricci S.;Milan;17;6,12;6,35;1;0;1;1;0;0
6684;C;Ekkelenkamp;Udinese;20;6;6,45;3;0;0;0;0;0
1976;C;Mazzitelli;Cagliari;10;6,25;6,95;2;0;2;3;0;0
5036;C;Caqueret;Como;16;6,16;6,44;1;0;2;1;0;0
5674;C;Basic;Lazio;16;6,09;6,34;1;0;2;0;1;0
6015;C;Berisha M.;Lecce;12;6,17;6,92;2;0;3;0;0;0
779;C;Cristante;Roma;23;6,13;6,15;1;0;0;5;0;0
5735;C;Volpato;Sassuolo;12;6,25;6,75;1;0;4;2;0;0
2839;C;Sottil;Lecce;18;6,03;6,22;1;0;1;1;0;0
5792;C;Ederson D.S.;Atalanta;20;6,12;6,1;0;0;0;1;0;0
4947;C;Brescianini;Fiorentina;9;6;6,61;2;0;0;1;0;0
6640;C;Felici;Cagliari;11;6,05;6,55;2;0;1;3;0;0
7070;C;Sucic P.;Inter;17;6,12;6,32;1;0;2;3;0;0
5813;C;Miretti;Juventus;9;6,22;6,61;1;0;1;1;0;0
5393;C;Man;Parma;0;0;0;0;0;0;0;0;0
2334;C;Leris;Pisa;21;6;6,26;1;0;3;1;0;0
5844;C;Thorstvedt;Sassuolo;18;6,06;6,28;2;0;1;6;0;0
6815;C;Fadera;Sassuolo;21;5,9;6,17;2;0;1;3;0;0
6458;C;Serdar;Verona;18;5,97;6,22;2;0;0;3;0;0
5119;C;Samardzic;Atalanta;13;6;6,35;1;0;2;1;0;0
5298;C;Pobega;Bologna;17;5,76;6,09;2;0;1;1;1;0
4486;C;Strefezza;Parma;1;6;6;0;0;0;0;0;0
5791;C;Frendrup;Genoa;23;6;6,07;1;0;0;3;0;0
6020;C;Ellertsson;Genoa;22;5,91;6,07;1;0;1;1;0;0
2529;C;Mkhitaryan;Inter;18;6,14;6,25;1;0;0;2;0;0
4686;C;Fofana Y.;Milan;19;5,92;6,08;1;0;2;4;0;0
4287;C;Lobotka;Napoli;19;6,11;6,24;1;0;0;1;0;0
