Id;R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Ass;Amm;Esp;Au
5835;D;Baschirotto;Cremonese;19;6;6,29;2;0;0;1;0;0
6496;D;Bartesaghi;Milan;14;6,21;6,61;2;0;0;1;0;0
6893;D;Kempf;Como;11;6,23;6,73;2;0;0;1;0;0
2593;D;Martin;Genoa;15;6,07;6,4;1;0;3;2;0;0
5812;D;Terracciano F.;Cremonese;18;6,08;6,33;2;0;0;3;0;0
4657;D;Celik;Roma;15;6,13;6,3;1;0;1;1;1;0
6642;D;Coco;Torino;16;6,16;6,34;1;0;1;2;0;0
5750;D;Ostigard;Genoa;14;6;6,5;3;0;0;4;0;0
6869;D;Ramon;Como;16;6,25;6,41;2;0;0;5;1;0
4994;D;Vojvoda;Como;14;6,14;6,36;1;0;1;2;0;0
4976;D;Kalulu;Juventus;19;6,13;6,32;1;0;1;1;0;0
4263;D;Kabasele;Udinese;14;6,07;6,18;1;0;0;3;0;0
7220;D;Belghali;Verona;15;6,3;6,53;2;0;0;5;0;0
5526;D;Scalvini;Atalanta;6;6,25;7,25;2;0;0;0;0;0
4734;D;Miranda J.;Bologna;14;6,07;6,14;1;0;0;4;0;0
6217;D;Bisseck;Inter;8;6,25;6,5;1;0;0;2;0;0
5520;D;Cambiaso;Juventus;17;5,85;6,06;1;0;2;1;1;0
2724;D;Buongiorno;Napoli;14;6,07;6,11;0;0;1;1;0;0
4409;D;Rrahmani;Napoli;11;6,18;6,41;1;0;0;1;0;0
2816;D;Di Lorenzo;Napoli;18;6,03;6,22;1;0;1;1;0;0
4807;D;Hermoso;Roma;14;6,18;6,21;1;0;0;5;0;0
4665;D;Maripan;Torino;18;6,03;6,17;1;0;0;1;0;0
6956;D;Solet;Udinese;19;5,97;6,08;1;0;1;0;0;1
4159;D;Akanji;Inter;16;6,25;6,16;0;0;0;3;0;0
2160;D;Gosens;Fiorentina;12;6;6,42;2;0;0;2;0;0
5514;D;Vasquez;Genoa;19;6;5,97;0;0;0;1;0;0
5513;D;Dumfries;Inter;11;6;6,23;1;0;0;1;0;0
2788;D;Bremer;Juventus;9;6,22;6,44;0;0;2;0;0;0
6766;D;Kelly L.;Juventus;16;5,94;6,03;1;0;0;3;0;0
6989;D;Tiago Gabriel;Lecce;17;5,91;6,06;1;0;0;1;0;0
2296;D;Mancini;Roma;18;6,08;6;0;0;1;5;0;0
5578;D;Kossounou;Atalanta;10;6;6,3;1;0;0;0;0;0
6066;D;Posch;Como;6;6,08;6,58;1;0;0;0;0;0
393;D;Luperto;Cagliari;15;5,83;5,97;1;0;0;2;0;0
6013;D;Barbieri;Cremonese;14;6,07;6;0;0;1;4;0;0
460;D;Romagnoli;Lazio;17;6,09;6;0;0;0;3;0;0
5527;D;Zanoli;Udinese;16;5,97;6,06;0;0;2;1;0;0
6663;D;Circati;Parma;13;6,04;6,19;1;0;0;2;0;0
6664;D;Delprato;Parma;17;5,91;6;1;0;0;3;0;0
5862;D;Valeri;Parma;14;6,04;6,04;0;0;1;2;0;0
7143;D;Angori;Pisa;16;6,03;6,06;0;0;1;1;0;0
697;D;Cuadrado;Pisa;9;6,11;6,33;1;0;0;2;0;0
554;D;Zappacosta;Atalanta;16;5,94;5,88;0;0;0;2;0;0
4210;D;Mina;Cagliari;12;5,83;6;1;0;0;2;0;0
7125;D;Idrissi R.;Cagliari;11;5,95;6,14;1;0;0;2;0;0
4433;D;Zortea;Bologna;13;5,85;5,92;0;0;1;0;0;0
6867;D;Valle;Como;14;5,96;6;0;0;1;1;0;0
4177;D;Pavard;Inter;1;6,5;6,5;0;0;0;0;0;0
6039;D;Cabal;Juventus;5;6,1;7,2;2;0;0;1;0;0
5833;D;Gila;Lazio;18;5,97;5,86;0;0;0;2;1;0
2188;D;Marusic;Lazio;17;5,88;5,85;0;0;1;1;1;0
4401;D;Gabbia;Milan;16;5,97;5,88;0;0;0;3;0;0
6202;D;Beukema;Napoli;8;5,94;6,19;1;0;0;2;0;0
4385;D;Lazaro;Torino;18;5,83;5,89;0;0;2;2;0;0
6480;D;Tchatchoua;Verona;0;0;0;0;0;0;0;0;0
6672;D;Idzes;Sassuolo;18;5,92;5,89;0;0;0;1;0;0
7212;D;Heggem;Bologna;15;5,93;5,87;0;0;0;0;1;0
4137;D;Diego Carlos;Como;12;6,21;6;0;0;0;5;0;0
6046;D;Hien;Atalanta;17;5,85;5,82;1;0;0;3;0;1
4887;D;Bellanova;Atalanta;12;5,92;6;0;0;1;0;0;0
6042;D;Lucumì;Bologna;13;5,88;6,04;1;0;0;2;0;0
4461;D;Zappa;Cagliari;17;5,91;5,97;0;0;2;2;0;0
5435;D;Moreno Alb.;Como;5;6,3;6,8;1;0;0;1;0;0
4378;D;Ranieri L.;Fiorentina;17;5,79;5,82;1;0;0;5;0;0
6814;D;Norton-Cuffy;Genoa;18;5,83;5,94;1;0;1;2;1;0
4502;D;Gallo;Lecce;18;5,92;5,86;0;0;0;2;0;0
4751;D;Tomori;Milan;15;6;5,93;0;0;1;4;0;0
6887;D;Leoni;Parma;0;0;0;0;0;0;0;0;0
2273;D;Caracciolo A.;Pisa;19;5,92;5,82;0;0;0;4;0;0
4772;D;Angelino;Roma;5;5,8;5,7;0;0;0;1;0;0
7155;D;Muharemovic;Sassuolo;16;5,81;5,88;2;0;1;4;0;2
4374;D;Walukiewicz;Sassuolo;18;5,86;5,81;0;0;1;4;0;0
5010;D;Ismajli;Torino;12;5,96;6,04;0;0;2;2;0;0
6485;D;Kristensen T.;Udinese;10;5,9;6,15;1;0;0;1;0;0
7255;D;Britschgi;Parma;14;5,89;5,96;0;0;2;2;0;0
787;D;Djimsiti;Atalanta;17;5,74;5,71;0;0;0;1;0;0
6916;D;Ahanor;Atalanta;10;5,9;5,9;0;0;0;0;0;0
612;D;Bianchetti;Cremonese;16;5,88;5,88;0;0;1;2;0;0
7130;D;Folino;Cremonese;4;6;6,75;1;0;0;0;0;0
7069;D;Fortini;Fiorentina;11;5,91;5,91;0;0;0;0;0;0
5449;D;Parisi;Fiorentina;11;6,05;5,95;0;0;1;4;0;0
513;D;Acerbi;Inter;10;6,05;5,95;0;0;0;2;0;0
5831;D;Gatti;Juventus;10;5,9;6,05;1;0;0;3;0;0
2728;D;Pellegrini Lu.;Lazio;15;5,9;5,8;0;0;0;3;0;0
5620;D;Tavares N.;Lazio;8;5,5;5,44;0;0;0;1;0;0
5307;D;Valenti;Parma;13;5,92;5,85;0;0;0;2;0;0
4317;D;N'Dicka;Roma;15;5,97;5,87;0;0;0;3;0;0
5851;D;Doig;Sassuolo;17;5,85;5,74;0;0;0;4;0;0
5555;D;Kamara H.;Udinese;13;5,92;5,88;0;0;1;3;0;0
6639;D;Frese;Verona;16;5,84;5,75;1;0;0;5;0;1
7219;D;Bernasconi;Atalanta;8;6,19;6,12;0;0;0;1;0;0
2640;D;Kolasinac;Atalanta;5;6,2;6,1;0;0;0;1;0;0
5701;D;Obert;Cagliari;16;5,81;5,69;0;0;1;6;0;0
6495;D;Comuzzo;Fiorentina;13;5,69;5,69;0;0;0;0;0;0
5885;D;Dodò;Fiorentina;19;5,74;5,71;0;0;1;3;0;0
6660;D;Marcandalli;Genoa;12;5,83;5,75;0;0;0;2;0;0
6632;D;Gaspar K.;Lecce;17;5,88;5,71;0;0;0;6;0;0
6990;D;Veiga D.;Lecce;17;5,76;5,65;0;0;0;4;0;0
6531;D;Jimenez A.;Milan;1;5,5;5;0;0;0;1;0;0
7139;D;Canestrelli;Pisa;19;5,74;5,68;0;0;0;2;0;0
6986;D;Rensch;Roma;7;6,07;6,07;0;0;0;0;0;0
6426;D;Pedersen;Torino;13;5,85;5,77;0;0;0;2;0;0
5820;D;Bertola;Udinese;14;5,82;5,82;0;0;1;2;0;0
5532;D;Bradaric;Verona;14;5,86;5,79;0;0;0;2;0;0
7253;D;Bella-Kotchap;Verona;12;5,79;5,71;0;0;0;2;0;0
7014;D;Smolcic I.;Como;12;5,88;5,62;0;0;0;6;0;0
7131;D;Floriani Mussolini;Cremonese;12;5,75;5,67;0;0;0;2;0;0
770;D;Pezzella Giu.;Cremonese;14;5,71;5,64;0;0;1;4;0;0
5603;D;Pongracic;Fiorentina;17;5,71;5,5;0;0;0;7;0;0
5739;D;De Winter;Milan;9;5,78;5,78;0;0;0;0;0;0
322;D;De Vrij;Inter;2;6,25;6,25;0;0;0;0;0;0
6055;D;Thiaw;Milan;0;0;0;0;0;0;0;0;0
256;D;Juan Jesus;Napoli;10;5,95;5,75;0;0;0;4;0;0
5840;D;Olivera;Napoli;9;5,61;5,5;0;0;0;2;0;0
2745;D;Calabresi;Pisa;12;5,83;5,67;0;0;0;4;0;0
7020;D;Salah-Eddine;Roma;0;0;0;0;0;0;0;0;0
6047;D;Ehizibue;Udinese;11;5,64;5,55;0;0;0;2;0;0
6894;D;Unai Nunez;Verona;15;5,9;5,63;0;0;0;4;0;1
6957;D;Valentini N.;Verona;8;5,88;5,81;0;0;0;1;0;0
7211;D;Athekame;Milan;4;5,75;6,25;1;0;0;2;0;0
7018;D;Nelsson;Verona;17;5,62;5,53;0;0;0;3;0;0
7260;D;Ziolkowski;Roma;7;6,07;5,93;0;0;0;2;0;0
7268;D;Rodriguez Ju.;Cagliari;5;5,7;5,6;0;0;0;1;0;0
4982;D;Erlic;Bologna;0;0;0;0;0;0;0;0;0
7068;D;Vitik;Bologna;8;5,81;5,69;0;0;0;2;0;0
487;D;De Silvestri;Bologna;5;6,1;5,9;0;0;0;2;0;0
2653;D;Lykogiannis;Bologna;6;5,75;5,67;0;0;1;3;0;0
6896;D;Van Der Brempt;Como;4;6,25;6,12;0;0;0;1;0;0
6231;D;Azzi;Cremonese;0;0;0;0;0;0;0;0;0
6977;D;Otoa;Genoa;6;5,67;5,58;0;0;0;1;0;0
6245;D;Vogliacco;Genoa;0;0;0;0;0;0;0;0;0
6802;D;Savona;Juventus;0;0;0;0;0;0;0;0;0
7012;D;Provstgaard;Lazio;6;6;6;0;0;0;0;0;0
2263;D;Lazzari;Lazio;10;5,7;5,6;0;0;0;2;0;0
5273;D;Estupinan;Milan;7;5,71;5,64;0;0;1;1;1;0
6809;D;Marianucci;Napoli;2;5,5;6;0;0;1;0;0;0
5353;D;Balogh;Parma;0;0;0;0;0;0;0;0;0
252;D;Biraghi;Torino;8;5,62;5,62;0;0;0;0;0;0
6533;D;Giannetti L.;Udinese;0;0;0;0;0;0;0;0;0
6985;D;Candè;Sassuolo;8;5,69;5,56;0;0;0;2;0;0
5427;D;Gutierrez;Napoli;6;5,75;5,75;0;0;0;0;0;0
5168;D;Tsimikas;Roma;6;5,92;5,83;0;0;0;1;0;0
388;D;Albiol;Pisa;6;5,83;5,75;0;0;0;1;0;0
6444;D;Bonfanti;Pisa;9;5,61;5,56;0;0;0;1;0;0
5498;D;Casale;Bologna;4;5,5;5,5;0;0;0;0;0;0
5406;D;Di Pardo;Cagliari;1;5,5;5,5;0;0;0;0;0;0
6944;D;Jack;Como;0;0;0;0;0;0;0;0;0
5860;D;Ravanelli;Cremonese;0;0;0;0;0;0;0;0;0
1891;D;Ceccherini;Cremonese;4;5,38;5,12;0;0;0;0;1;0
4904;D;Marì;Fiorentina;10;5,45;5,3;0;0;0;3;0;0
5718;D;Viti;Fiorentina;6;5,58;5,33;0;0;0;1;1;0
294;D;Rugani;Juventus;4;5,88;5,88;0;0;0;0;0;0
7175;D;Joao Mario;Juventus;4;5,75;5,88;0;0;1;1;0;0
7182;D;Ndaba;Lecce;4;5,88;5,88;0;0;0;0;0;0
6821;D;Hainaut;Parma;0;0;0;0;0;0;0;0;0
6965;D;Lovik;Parma;6;5,58;5,58;0;0;0;0;0;0
6411;D;Mateus Lusuardi;Pisa;3;5,83;5,67;0;0;0;1;0;0
7141;D;Rus;Pisa;0;0;0;0;0;0;0;0;0
4495;D;Kumbulla;Roma;0;0;0;0;0;0;0;0;0
6189;D;Missori;Sassuolo;0;0;0;0;0;0;0;0;0
49;D;Masina;Torino;4;5,38;5,62;0;0;1;0;0;0
6211;D;Zemura;Udinese;7;5,71;5,64;0;0;0;1;0;0
6900;D;Rui Modesto;Udinese;2;5,75;6,25;0;0;1;0;0;0
6631;D;Ghilardi;Roma;3;5,67;5,67;0;0;0;0;0;0
6537;D;Goglichidze;Udinese;6;5,75;5,58;0;0;0;2;0;0
7222;D;Cham;Verona;3;5,17;5,17;0;0;0;0;0;0
7235;D;Troilo;Parma;5;5,6;5,3;0;0;0;1;1;0
5156;D;Nkounkou;Torino;6;5,75;5,75;0;0;1;2;0;0
6870;D;Faye;Cremonese;5;5,7;5,6;0;0;0;1;0;0
6665;D;Coulibaly W.;Sassuolo;6;5,42;5,42;0;0;0;0;0;0
6551;D;Ilic M.;Bologna;0;0;0;0;0;0;0;0;0
6464;D;Wieteska;Cagliari;0;0;0;0;0;0;0;0;0
6636;D;Veroli;Cagliari;0;0;0;0;0;0;0;0;0
6230;D;Dossena;Como;0;0;0;0;0;0;0;0;0
418;D;Goldaniga;Como;0;0;0;0;0;0;0;0;0
5891;D;Quagliata;Cremonese;0;0;0;0;0;0;0;0;0
2847;D;Sernicola;Cremonese;0;0;0;0;0;0;0;0;0
791;D;Sabelli;Genoa;4;5,75;5,25;0;0;0;0;0;1
2525;D;Darmian;Inter;0;0;0;0;0;0;0;0;0
6803;D;Rouhi;Juventus;0;0;0;0;0;0;0;0;0
5899;D;Gigot;Lazio;0;0;0;0;0;0;0;0;0
327;D;Patric;Lazio;1;6;6;0;0;0;0;0;0
140;D;Hysaj;Lazio;2;5,5;5,5;0;0;0;0;0;0
6883;D;Jean;Lecce;0;0;0;0;0;0;0;0;0
7164;D;Perez M.;Lecce;1;5;5;0;0;0;0;0;0
7136;D;Kouassi;Lecce;4;5,5;5,5;0;0;0;0;0;0
5481;D;Mazzocchi;Napoli;2;5,5;5;0;0;0;0;1;0
7140;D;Coppola F.;Pisa;1;4,5;4;0;0;0;1;0;0
7170;D;Mbambi;Pisa;0;0;0;0;0;0;0;0;0
7142;D;Esteves T.;Pisa;0;0;0;0;0;0;0;0;0
6885;D;Abdulhamid;Roma;0;0;0;0;0;0;0;0;0
7154;D;Odenthal;Sassuolo;0;0;0;0;0;0;0;0;0
2279;D;Romagna;Sassuolo;3;5,5;5,5;0;0;0;0;0;0
6431;D;Paz Y.;Sassuolo;0;0;0;0;0;0;0;0;0
7156;D;Pieragnolo;Sassuolo;0;0;0;0;0;0;0;0;0
6041;D;Schuurs;Torino;0;0;0;0;0;0;0;0;0
6826;D;Dembelè A.;Torino;1;5;5;0;0;0;0;0;0
6925;D;Palma;Udinese;3;5,5;5,5;0;0;0;0;0;0
7011;D;Slotsager;Verona;0;0;0;0;0;0;0;0;0
5994;D;Ebosse;Verona;1;5;5;0;0;0;1;0;0
6992;D;Oyegoke;Verona;2;5;5;0;0;0;0;0;0
7196;D;Denoon;Pisa;2;5,5;5,25;0;0;0;1;0;0
7202;D;Ndiaye;Parma;7;5,36;5,07;0;0;0;2;1;0
5324;D;Godfrey;Atalanta;0;0;0;0;0;0;0;0;0
7238;D;Kouadio;Fiorentina;1;6;6;0;0;0;0;0;0
7240;D;Siebert;Lecce;2;4,5;4,5;0;0;0;0;0;0
6351;D;Lamptey;Fiorentina;1;6;6;0;0;0;0;0;0
7271;D;Odogu;Milan;0;0;0;0;0;0;0;0;0
7274;D;Zè Pedro;Cagliari;5;5,2;5,2;0;0;0;0;0;0
6874;D;Palacios T.;Inter;0;0;0;0;0;0;0;0;0
7312;D;Arizala;Udinese;0;0;0;0;0;0;0;0;0
2423;C;Pulisic;Milan;12;6,75;8,67;8;0;2;0;0;0
6875;C;Paz N.;Como;18;6,5;7,69;6;0;5;3;0;0
2194;C;Calhanoglu;Inter;15;6,5;7,5;6;0;2;4;0;0
2167;C;Orsolini;Bologna;18;6,11;6,97;6;0;1;1;0;0
4777;C;McTominay;Napoli;17;6,41;7,03;3;0;2;1;0;0
2517;C;De Bruyne;Napoli;8;6,38;7,81;4;0;0;1;0;0
2379;C;Rabiot;Milan;11;6,5;7;1;0;3;1;0;0
2766;C;Zaniolo;Udinese;17;6,24;7;5;0;0;4;0;0
2606;C;Modric;Milan;18;6,5;6,72;1;0;2;2;0;0
4220;C;Zambo Anguissa;Napoli;11;6,5;7,64;4;0;1;1;0;0
5564;C;Ndoye;Bologna;0;0;0;0;0;0;0;0;0
1870;C;Barella;Inter;18;6,28;6,64;1;0;5;3;0;0
4892;C;Saelemaekers;Milan;18;6,28;6,67;2;0;2;2;0;0
5687;C;Vlasic;Torino;19;6,11;6,92;5;0;2;3;0;0
2765;C;Odgaard;Bologna;12;6;6,79;3;0;1;1;0;0
1933;C;Mandragora;Fiorentina;19;6;6,68;5;0;0;4;0;0
6831;C;Neres;Napoli;15;6,23;6,97;3;0;3;2;0;0
6151;C;Perrone;Como;16;6,31;6,69;2;0;3;6;0;0
152;C;Zielinski;Inter;11;6,32;6,95;2;0;1;0;0;0
6884;C;Conceicao;Juventus;14;6,18;6,57;2;0;0;1;0;0
632;C;Zaccagni;Lazio;17;6,09;6,41;3;0;0;5;1;0
6666;C;Bernabè;Parma;18;6,14;6,47;2;0;0;0;0;0
5589;C;Konè M.;Roma;19;6,32;6,5;1;0;1;1;0;0
6717;C;Konè I.;Sassuolo;17;6,12;6,56;3;0;0;1;1;0
6908;C;Atta;Udinese;14;6,46;6,75;1;0;2;2;0;0
449;C;Vazquez;Cremonese;12;6,21;6,62;1;0;2;1;0;0
5800;C;Gudmundsson A.;Fiorentina;17;5,91;6,59;4;0;1;3;0;0
4404;C;Thorsby;Genoa;11;6,23;6,77;2;0;1;2;0;0
5422;C;Zalewski;Atalanta;13;6,15;6,58;1;0;3;1;0;0
530;C;Pellegrini Lo.;Roma;12;6,12;6,58;2;0;0;1;0;0
4364;C;Gaetano;Cagliari;17;6,03;6,41;2;0;2;3;0;0
4486;C;Strefezza;Como;0;0;0;0;0;0;0;0;0
7133;C;Vandeputte;Cremonese;18;6,14;6,33;0;0;4;1;0;0
5674;C;Basic;Lazio;13;6,19;6,5;1;0;2;0;1;0
6398;C;Isaksen;Lazio;11;6,09;6,64;2;0;0;0;0;0
6015;C;Berisha M.;Lecce;12;6,17;6,92;2;0;3;0;0;0
5735;C;Volpato;Sassuolo;12;6,25;6,75;1;0;4;2;0;0
7314;C;Taylor K.;Lazio;0;0;0;0;0;0;0;0;0
5119;C;Samardzic;Atalanta;12;5,96;6,33;1;0;2;1;0;0
6640;C;Felici;Cagliari;11;6,05;6,55;2;0;1;3;0;0
7070;C;Sucic P.;Inter;14;6,07;6,32;1;0;2;3;0;0
827;C;Locatelli;Juventus;18;6,36;6,25;0;0;0;4;0;0
5562;C;Thuram K.;Juventus;18;6,06;6,22;1;0;0;0;0;0
333;C;Cataldi;Lazio;17;6,09;6,44;2;0;2;4;0;0
4186;C;Guendouzi;Lazio;16;6,16;6,31;2;0;0;5;1;0
5453;C;Ricci S.;Milan;12;6,12;6,46;1;0;1;1;0;0
4199;C;Loftus-Cheek;Milan;14;6,18;6,43;1;0;1;1;0;0
4427;C;Malinovskyi;Genoa;17;6;6,29;2;0;2;6;0;0
5504;C;Coulibaly L.;Lecce;14;6,07;6,39;2;0;0;3;0;0
2334;C;Leris;Pisa;16;6,09;6,38;1;0;2;1;0;0
779;C;Cristante;Roma;19;6,11;6,13;1;0;0;5;0;0
5844;C;Thorstvedt;Sassuolo;15;6,1;6,4;2;0;1;5;0;0
6458;C;Serdar;Verona;12;6,17;6,58;2;0;0;2;0;0
2077;C;Pasalic;Atalanta;15;5,9;6,2;1;0;2;1;0;0
5298;C;Pobega;Bologna;13;5,88;6,31;2;0;0;1;0;0
5559;C;Da Cunha;Como;16;6,09;6,22;1;0;0;2;0;0
4711;C;Kostic;Juventus;8;6,12;7;2;0;1;0;0;0
4973;C;McKennie;Juventus;16;6,09;6,31;1;0;2;3;0;0
536;C;Politano;Napoli;17;6,09;6,24;0;0;3;1;0;0
5393;C;Man;Parma;0;0;0;0;0;0;0;0;0
6684;C;Ekkelenkamp;Udinese;15;5,97;6,37;2;0;0;0;0;0
2839;C;Sottil;Lecce;12;6;6,29;1;0;1;1;0;0
2528;C;Matic;Sassuolo;18;6,08;6,17;1;0;0;3;0;0
5036;C;Caqueret;Como;12;6,08;6,21;0;0;2;1;0;0
6020;C;Ellertsson;Genoa;17;5,88;6,09;1;0;1;1;0;0
4686;C;Fofana Y.;Milan;16;5,88;6,03;1;0;1;3;0;0
7146;C;Tourè I.;Pisa;17;5,97;6,06;1;0;0;1;1;0
6815;C;Fadera;Sassuolo;17;5,85;6;1;0;1;3;0;0
5792;C;Ederson D.S.;Atalanta;15;6;5,97;0;0;0;1;0;0
6054;C;Moro N.;Bologna;13;5,96;6,15;1;0;0;1;0;0
6252;C;Folorunsho;Cagliari;16;6,03;6,12;1;0;0;3;0;0
6680;C;Karlstrom;Udinese;19;5,92;5,97;1;0;0;4;0;0
7028;C;Bernede;Verona;18;5,89;6,08;1;0;1;1;0;0
7198;C;Piotrowski;Udinese;18;5,92;6,03;1;0;0;2;0;0
5761;C;Zhegrova;Juventus;5;6,2;6,2;0;0;0;0;0;0
22;C;De Roon;Atalanta;16;6,06;5,94;0;0;1;4;1;0
4465;C;Fagioli;Fiorentina;16;5,94;6,03;0;0;3;3;0;0
5791;C;Frendrup;Genoa;18;5,92;5,86;0;0;0;2;0;0
6593;C;Akinsanmiro;Pisa;12;6,08;6,12;0;0;1;1;0;0
5888;C;Casadei;Torino;17;5,88;6,09;2;0;0;5;0;0
6481;C;Payero;Cremonese;15;6,03;6,03;1;0;0;6;0;0
2670;C;Bailey;Roma;5;5,7;5,7;0;0;0;0;0;0
4870;C;Adopo;Cagliari;19;5,71;5,84;1;0;0;1;0;0
6424;C;Prati;Cagliari;18;5,89;5,94;1;0;0;4;0;0
7126;C;Baturina;Como;6;5,75;6,25;1;0;0;0;0;0
4662;C;Weah;Juventus;0;0;0;0;0;0;0;0;0
6549;C;Pierotti;Lecce;17;5,76;5,76;0;0;0;0;0;0
5998;C;Zerbin;Cremonese;14;5,93;6,04;0;0;2;1;0;0
