Id;R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
487;D;De Silvestri;Bologna;5;6,1;5,9;0;0;0;0;0;0;0;2;0;0
6896;D;Van Der Brempt;Como;5;6,1;5,9;0;0;0;0;0;0;0;2;0;0
6231;D;Azzi;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
6977;D;Otoa;Genoa;6;5,67;5,58;0;0;0;0;0;0;0;1;0;0
6245;D;Vogliacco;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
6802;D;Savona;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
7012;D;Provstgaard;Lazio;6;6;6;0;0;0;0;0;0;0;0;0;0
5273;D;Estupinan;Milan;8;5,62;5,5;0;0;0;0;0;0;1;2;1;0
6809;D;Marianucci;Napoli;2;5,5;6;0;0;0;0;0;0;1;0;0;0
256;D;Juan Jesus;Napoli;11;5,91;5,68;0;0;0;0;0;0;0;5;0;0
5840;D;Olivera;Napoli;9;5,61;5,5;0;0;0;0;0;0;0;2;0;0
5353;D;Balogh;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
252;D;Biraghi;Torino;9;5,56;5,56;0;0;0;0;0;0;0;0;0;0
6533;D;Giannetti L.;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6047;D;Ehizibue;Udinese;11;5,64;5,55;0;0;0;0;0;0;0;2;0;0
6631;D;Ghilardi;Roma;4;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6985;D;Candè;Sassuolo;8;5,69;5,56;0;0;0;0;0;0;0;2;0;0
5427;D;Gutierrez;Napoli;6;5,75;5,75;0;0;0;0;0;0;0;0;0;0
7018;D;Nelsson;Verona;18;5,61;5,42;0;0;0;0;0;0;0;3;0;1
5168;D;Tsimikas;Roma;7;5,79;5,71;0;0;0;0;0;0;0;1;0;0
7268;D;Rodriguez Ju.;Cagliari;6;5,58;5,42;0;0;0;0;0;0;0;2;0;0
388;D;Albiol;Pisa;6;5,83;5,75;0;0;0;0;0;0;0;1;0;0
6444;D;Bonfanti;Pisa;9;5,61;5,56;0;0;0;0;0;0;0;1;0;0
5498;D;Casale;Bologna;5;5,7;5,7;0;0;0;0;0;0;0;0;0;0
2653;D;Lykogiannis;Bologna;6;5,75;5,67;0;0;0;0;0;0;1;3;0;0
5406;D;Di Pardo;Cagliari;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6944;D;Jack;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
5860;D;Ravanelli;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
1891;D;Ceccherini;Cremonese;4;5,38;5,12;0;0;0;0;0;0;0;0;1;0
4904;D;Marì;Fiorentina;10;5,45;5,3;0;0;0;0;0;0;0;3;0;0
5718;D;Viti;Fiorentina;6;5,58;5,33;0;0;0;0;0;0;0;1;1;0
294;D;Rugani;Juventus;4;5,88;5,88;0;0;0;0;0;0;0;0;0;0
7175;D;Joao Mario;Juventus;4;5,75;5,88;0;0;0;0;0;0;1;1;0;0
7182;D;Ndaba;Lecce;5;5,8;5,8;0;0;0;0;0;0;0;0;0;0
6821;D;Hainaut;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
6965;D;Lovik;Parma;6;5,58;5,58;0;0;0;0;0;0;0;0;0;0
6411;D;Mateus Lusuardi;Pisa;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
7141;D;Rus;Pisa;0;0;0;0;0;0;0;0;0;0;0;0;0
4495;D;Kumbulla;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
6189;D;Missori;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
49;D;Masina;Torino;4;5,38;5,62;0;0;0;0;0;0;1;0;0;0
6925;D;Palma;Udinese;4;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6211;D;Zemura;Udinese;7;5,71;5,64;0;0;0;0;0;0;0;1;0;0
6537;D;Goglichidze;Udinese;6;5,75;5,58;0;0;0;0;0;0;0;2;0;0
7222;D;Cham;Verona;3;5,17;5,17;0;0;0;0;0;0;0;0;0;0
7235;D;Troilo;Parma;5;5,6;5,3;0;0;0;0;0;0;0;1;1;0
5156;D;Nkounkou;Torino;6;5,75;5,75;0;0;0;0;0;0;1;2;0;0
6870;D;Faye;Cremonese;5;5,7;5,6;0;0;0;0;0;0;0;1;0;0
6665;D;Coulibaly W.;Sassuolo;6;5,42;5,42;0;0;0;0;0;0;0;0;0;0
6551;D;Ilic M.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6464;D;Wieteska;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
6636;D;Veroli;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
6230;D;Dossena;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
418;D;Goldaniga;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
5891;D;Quagliata;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
2847;D;Sernicola;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
791;D;Sabelli;Genoa;4;5,75;5,25;0;0;0;0;0;0;0;0;0;1
2525;D;Darmian;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
6803;D;Rouhi;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5899;D;Gigot;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
327;D;Patric;Lazio;1;6;6;0;0;0;0;0;0;0;0;0;0
140;D;Hysaj;Lazio;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6883;D;Jean;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
7164;D;Perez M.;Lecce;1;5;5;0;0;0;0;0;0;0;0;0;0
7136;D;Kouassi;Lecce;4;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5481;D;Mazzocchi;Napoli;2;5,5;5;0;0;0;0;0;0;0;0;1;0
7140;D;Coppola F.;Pisa;1;4,5;4;0;0;0;0;0;0;0;2;0;0
7170;D;Mbambi;Pisa;0;0;0;0;0;0;0;0;0;0;0;0;0
7142;D;Esteves T.;Pisa;0;0;0;0;0;0;0;0;0;0;0;0;0
6885;D;Abdulhamid;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
7154;D;Odenthal;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
2279;D;Romagna;Sassuolo;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6431;D;Paz Y.;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
7156;D;Pieragnolo;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
6041;D;Schuurs;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
6826;D;Dembelè A.;Torino;1;5;5;0;0;0;0;0;0;0;0;0;0
6900;D;Rui Modesto;Udinese;2;5,75;6,25;0;0;0;0;0;0;1;0;0;0
7011;D;Slotsager;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5994;D;Ebosse;Verona;1;5;5;0;0;0;0;0;0;0;1;0;0
6992;D;Oyegoke;Verona;2;5;5;0;0;0;0;0;0;0;0;0;0
7196;D;Denoon;Pisa;2;5,5;5,25;0;0;0;0;0;0;0;1;0;0
7202;D;Ndiaye;Parma;7;5,36;5,07;0;0;0;0;0;0;0;2;1;0
5324;D;Godfrey;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
7238;D;Kouadio;Fiorentina;1;6;6;0;0;0;0;0;0;0;0;0;0
7240;D;Siebert;Lecce;2;4,5;4,5;0;0;0;0;0;0;0;0;0;0
6351;D;Lamptey;Fiorentina;1;6;6;0;0;0;0;0;0;0;0;0;0
7271;D;Odogu;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
7274;D;Zè Pedro;Cagliari;5;5,2;5,2;0;0;0;0;0;0;0;0;0;0
6874;D;Palacios T.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
7312;D;Arizala;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
2423;C;Pulisic;Milan;13;6,69;8,46;8;0;0;1;0;1;2;0;0;0
6875;C;Paz N.;Como;19;6,5;7,61;6;0;0;0;0;0;5;4;0;0
2194;C;Calhanoglu;Inter;16;6,5;7,62;7;0;0;4;3;1;2;4;0;0
4777;C;McTominay;Napoli;18;6,47;7,39;5;0;0;0;0;0;2;1;0;0
2167;C;Orsolini;Bologna;18;6,11;6,97;6;0;0;4;3;1;1;1;0;0
2517;C;De Bruyne;Napoli;8;6,38;7,81;4;0;0;3;3;0;0;1;0;0
2766;C;Zaniolo;Udinese;18;6,25;7;5;0;0;0;0;0;1;5;0;0
2606;C;Modric;Milan;18;6,5;6,72;1;0;0;0;0;0;2;2;0;0
4220;C;Zambo Anguissa;Napoli;11;6,5;7,64;4;0;0;0;0;0;1;1;0;0
2379;C;Rabiot;Milan;12;6,42;6,83;1;0;0;0;0;0;3;2;0;0
5564;C;Ndoye;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4892;C;Saelemaekers;Milan;19;6,29;6,66;2;0;0;0;0;0;2;2;0;0
5687;C;Vlasic;Torino;20;6,08;6,85;5;0;0;3;3;0;2;3;0;0
2765;C;Odgaard;Bologna;12;6;6,79;3;0;0;0;0;0;1;1;0;0
1933;C;Mandragora;Fiorentina;20;6;6,65;5;0;0;1;1;0;0;4;0;0
1870;C;Barella;Inter;19;6,24;6,58;1;0;0;0;0;0;5;3;0;0
152;C;Zielinski;Inter;12;6,33;6,92;2;0;0;0;0;0;1;0;0;0
6831;C;Neres;Napoli;15;6,23;6,97;3;0;0;0;0;0;3;2;0;0
5589;C;Konè M.;Roma;20;6,35;6,65;2;0;0;0;0;0;1;2;0;0
6151;C;Perrone;Como;17;6,32;6,68;2;0;0;0;0;0;3;6;0;0
5800;C;Gudmundsson A.;Fiorentina;18;5,94;6,64;4;0;0;3;3;0;2;3;0;0
